100|25|1|0
100|25|1|1
100|25|1|2
100|25|5|0
100|25|5|1
100|25|5|2
100|25|10|0
100|25|10|1
100|25|10|2
100|25|50|0
100|25|50|1
100|25|50|2
100|25|100|0
100|25|100|1
100|25|100|2
100|25|500|0
100|25|500|1
100|25|500|2
100|25|1000|0
100|25|1000|1
100|25|1000|2
100|50|1|0
100|50|1|1
100|50|1|2
100|50|5|0
100|50|5|1
100|50|5|2
100|50|10|0
100|50|10|1
100|50|10|2
100|50|50|0
100|50|50|1
100|50|50|2
100|50|100|0
100|50|100|1
100|50|100|2
100|50|500|0
100|50|500|1
100|50|500|2
100|50|1000|0
100|50|1000|1
100|50|1000|2
100|100|1|0
100|100|1|1
100|100|1|2
100|100|5|0
100|100|5|1
100|100|5|2
100|100|10|0
100|100|10|1
100|100|10|2
100|100|50|0
100|100|50|1
100|100|50|2
100|100|100|0
100|100|100|1
100|100|100|2
100|100|500|0
100|100|500|1
100|100|500|2
100|100|1000|0
100|100|1000|1
100|100|1000|2
100|200|1|0
100|200|1|1
100|200|1|2
100|200|5|0
100|200|5|1
100|200|5|2
100|200|10|0
100|200|10|1
100|200|10|2
100|200|50|0
100|200|50|1
100|200|50|2
100|200|100|0
100|200|100|1
100|200|100|2
100|200|500|0
100|200|500|1
100|200|500|2
100|200|1000|0
100|200|1000|1
100|200|1000|2
100|400|1|0
100|400|1|1
100|400|1|2
100|400|5|0
100|400|5|1
100|400|5|2
100|400|10|0
100|400|10|1
100|400|10|2
100|400|50|0
100|400|50|1
100|400|50|2
100|400|100|0
100|400|100|1
100|400|100|2
100|400|500|0
100|400|500|1
100|400|500|2
100|400|1000|0
100|400|1000|1
100|400|1000|2
200|25|1|0
200|25|1|1
200|25|1|2
200|25|5|0
200|25|5|1
200|25|5|2
200|25|10|0
200|25|10|1
200|25|10|2
200|25|50|0
200|25|50|1
200|25|50|2
200|25|100|0
200|25|100|1
200|25|100|2
200|25|500|0
200|25|500|1
200|25|500|2
200|25|1000|0
200|25|1000|1
200|25|1000|2
200|50|1|0
200|50|1|1
200|50|1|2
200|50|5|0
200|50|5|1
200|50|5|2
200|50|10|0
200|50|10|1
200|50|10|2
200|50|50|0
200|50|50|1
200|50|50|2
200|50|100|0
200|50|100|1
200|50|100|2
200|50|500|0
200|50|500|1
200|50|500|2
200|50|1000|0
200|50|1000|1
200|50|1000|2
200|100|1|0
200|100|1|1
200|100|1|2
200|100|5|0
200|100|5|1
200|100|5|2
200|100|10|0
200|100|10|1
200|100|10|2
200|100|50|0
200|100|50|1
200|100|50|2
200|100|100|0
200|100|100|1
200|100|100|2
200|100|500|0
200|100|500|1
200|100|500|2
200|100|1000|0
200|100|1000|1
200|100|1000|2
200|200|1|0
200|200|1|1
200|200|1|2
200|200|5|0
200|200|5|1
200|200|5|2
200|200|10|0
200|200|10|1
200|200|10|2
200|200|50|0
200|200|50|1
200|200|50|2
200|200|100|0
200|200|100|1
200|200|100|2
200|200|500|0
200|200|500|1
200|200|500|2
200|200|1000|0
200|200|1000|1
200|200|1000|2
200|400|1|0
200|400|1|1
200|400|1|2
200|400|5|0
200|400|5|1
200|400|5|2
200|400|10|0
200|400|10|1
200|400|10|2
200|400|50|0
200|400|50|1
200|400|50|2
200|400|100|0
200|400|100|1
200|400|100|2
200|400|500|0
200|400|500|1
200|400|500|2
200|400|1000|0
200|400|1000|1
200|400|1000|2
400|25|1|0
400|25|1|1
400|25|1|2
400|25|5|0
400|25|5|1
400|25|5|2
400|25|10|0
400|25|10|1
400|25|10|2
400|25|50|0
400|25|50|1
400|25|50|2
400|25|100|0
400|25|100|1
400|25|100|2
400|25|500|0
400|25|500|1
400|25|500|2
400|25|1000|0
400|25|1000|1
400|25|1000|2
400|50|1|0
400|50|1|1
400|50|1|2
400|50|5|0
400|50|5|1
400|50|5|2
400|50|10|0
400|50|10|1
400|50|10|2
400|50|50|0
400|50|50|1
400|50|50|2
400|50|100|0
400|50|100|1
400|50|100|2
400|50|500|0
400|50|500|1
400|50|500|2
400|50|1000|0
400|50|1000|1
400|50|1000|2
400|100|1|0
400|100|1|1
400|100|1|2
400|100|5|0
400|100|5|1
400|100|5|2
400|100|10|0
400|100|10|1
400|100|10|2
400|100|50|0
400|100|50|1
400|100|50|2
400|100|100|0
400|100|100|1
400|100|100|2
400|100|500|0
400|100|500|1
400|100|500|2
400|100|1000|0
400|100|1000|1
400|100|1000|2
400|200|1|0
400|200|1|1
400|200|1|2
400|200|5|0
400|200|5|1
400|200|5|2
400|200|10|0
400|200|10|1
400|200|10|2
400|200|50|0
400|200|50|1
400|200|50|2
400|200|100|0
400|200|100|1
400|200|100|2
400|200|500|0
400|200|500|1
400|200|500|2
400|200|1000|0
400|200|1000|1
400|200|1000|2
400|400|1|0
400|400|1|1
400|400|1|2
400|400|5|0
400|400|5|1
400|400|5|2
400|400|10|0
400|400|10|1
400|400|10|2
400|400|50|0
400|400|50|1
400|400|50|2
400|400|100|0
400|400|100|1
400|400|100|2
400|400|500|0
400|400|500|1
400|400|500|2
400|400|1000|0
400|400|1000|1
400|400|1000|2
500|25|1|0
500|25|1|1
500|25|1|2
500|25|5|0
500|25|5|1
500|25|5|2
500|25|10|0
500|25|10|1
500|25|10|2
500|25|50|0
500|25|50|1
500|25|50|2
500|25|100|0
500|25|100|1
500|25|100|2
500|25|500|0
500|25|500|1
500|25|500|2
500|25|1000|0
500|25|1000|1
500|25|1000|2
500|50|1|0
500|50|1|1
500|50|1|2
500|50|5|0
500|50|5|1
500|50|5|2
500|50|10|0
500|50|10|1
500|50|10|2
500|50|50|0
500|50|50|1
500|50|50|2
500|50|100|0
500|50|100|1
500|50|100|2
500|50|500|0
500|50|500|1
500|50|500|2
500|50|1000|0
500|50|1000|1
500|50|1000|2
500|100|1|0
500|100|1|1
500|100|1|2
500|100|5|0
500|100|5|1
500|100|5|2
500|100|10|0
500|100|10|1
500|100|10|2
500|100|50|0
500|100|50|1
500|100|50|2
500|100|100|0
500|100|100|1
500|100|100|2
500|100|500|0
500|100|500|1
500|100|500|2
500|100|1000|0
500|100|1000|1
500|100|1000|2
500|200|1|0
500|200|1|1
500|200|1|2
500|200|5|0
500|200|5|1
500|200|5|2
500|200|10|0
500|200|10|1
500|200|10|2
500|200|50|0
500|200|50|1
500|200|50|2
500|200|100|0
500|200|100|1
500|200|100|2
500|200|500|0
500|200|500|1
500|200|500|2
500|200|1000|0
500|200|1000|1
500|200|1000|2
500|400|1|0
500|400|1|1
500|400|1|2
500|400|5|0
500|400|5|1
500|400|5|2
500|400|10|0
500|400|10|1
500|400|10|2
500|400|50|0
500|400|50|1
500|400|50|2
500|400|100|0
500|400|100|1
500|400|100|2
500|400|500|0
500|400|500|1
500|400|500|2
500|400|1000|0
500|400|1000|1
500|400|1000|2
1000|25|1|0
1000|25|1|1
1000|25|1|2
1000|25|5|0
1000|25|5|1
1000|25|5|2
1000|25|10|0
1000|25|10|1
1000|25|10|2
1000|25|50|0
1000|25|50|1
1000|25|50|2
1000|25|100|0
1000|25|100|1
1000|25|100|2
1000|25|500|0
1000|25|500|1
1000|25|500|2
1000|25|1000|0
1000|25|1000|1
1000|25|1000|2
1000|50|1|0
1000|50|1|1
1000|50|1|2
1000|50|5|0
1000|50|5|1
1000|50|5|2
1000|50|10|0
1000|50|10|1
1000|50|10|2
1000|50|50|0
1000|50|50|1
1000|50|50|2
1000|50|100|0
1000|50|100|1
1000|50|100|2
1000|50|500|0
1000|50|500|1
1000|50|500|2
1000|50|1000|0
1000|50|1000|1
1000|50|1000|2
1000|100|1|0
1000|100|1|1
1000|100|1|2
1000|100|5|0
1000|100|5|1
1000|100|5|2
1000|100|10|0
1000|100|10|1
1000|100|10|2
1000|100|50|0
1000|100|50|1
1000|100|50|2
1000|100|100|0
1000|100|100|1
1000|100|100|2
1000|100|500|0
1000|100|500|1
1000|100|500|2
1000|100|1000|0
1000|100|1000|1
1000|100|1000|2
1000|200|1|0
1000|200|1|1
1000|200|1|2
1000|200|5|0
1000|200|5|1
1000|200|5|2
1000|200|10|0
1000|200|10|1
1000|200|10|2
1000|200|50|0
1000|200|50|1
1000|200|50|2
1000|200|100|0
1000|200|100|1
1000|200|100|2
1000|200|500|0
1000|200|500|1
1000|200|500|2
1000|200|1000|0
1000|200|1000|1
1000|200|1000|2
1000|400|1|0
1000|400|1|1
1000|400|1|2
1000|400|5|0
1000|400|5|1
1000|400|5|2
1000|400|10|0
1000|400|10|1
1000|400|10|2
1000|400|50|0
1000|400|50|1
1000|400|50|2
1000|400|100|0
1000|400|100|1
1000|400|100|2
1000|400|500|0
1000|400|500|1
1000|400|500|2
1000|400|1000|0
1000|400|1000|1
1000|400|1000|2
