//Dados extraidos do conjunto de layers: /home/danielboll/dev/Unioeste/2021/PP/trabalho/sahga-api-xmake/assets/user-info/0001/train.txt
//Formato dos dados --> #id;long;lat;x0;x1;x2;...;xn
1;-4.000000;-90.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
2;-72.000000;-89.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
3;-29.000000;-14.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
4;-72.000000;-15.000000;0;166.330;330.000;-113.330;11.000;350.000;635.000;381.000;-113.330;
5;-71.000000;-64.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
6;-1.000000;-78.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
7;-72.000000;-29.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
8;-82.000000;-69.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
9;-55.000000;-4.000000;0;2628.660;2566.670;2566.670;1046.000;2726.670;2289.000;214.000;2700.000;
10;-38.000000;-52.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
11;-30.000000;-52.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
12;-78.000000;-15.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
13;-89.000000;-23.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
14;-94.000000;-45.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
15;-2.000000;-36.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
16;-87.000000;-68.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
17;-91.000000;-24.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
18;-15.000000;-69.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
19;-7.000000;-23.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
20;-46.000000;-49.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
21;-8.000000;-67.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
22;-3.000000;-25.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
23;-5.000000;-85.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
24;-42.000000;-24.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
25;-19.000000;-94.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
26;-89.000000;-46.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
27;-19.000000;-94.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
28;-26.000000;-85.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
29;-53.000000;-56.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
30;-43.000000;-73.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
31;-33.000000;-16.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
32;-31.000000;-82.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
33;-10.000000;-33.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
34;-13.000000;-45.000000;1;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
35;-50.000000;-45.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
36;-43.000000;-30.000000;0;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;-99999.000;
